ProDataCSV

Title: Mon Nov 11 14:43:33 2024

Remarks:
#User: Chirascan User
#Date: 2024/11/11
#Instrument: 0539
#DetectorType: LAAPD
#DichOS Calibration Correction Curve: 0539/1
#HV (CDDC channel): 595.49 v
#Time per point: 0.5 s
#MultiCellAutoChanger: Enabled
#Sample1: pNG_157
#Cell1 type: 
#Cell1 Pathlength: 1 mm
#Sample2: pNG_158
#Cell2 type: 
#Cell2 Pathlength: 1 mm
#Temperature: 33.48 C
#Multi cell repeat setting: Repeats made per position

Last Modified: Mon Nov 11 14:49:07 2024 by unknown.

Options:

Available Dimensions:,3
Wavelength,Wavelength: 200nm - 260nm,Step Size: 1nm,Bandwidth: 1nm
256,32.9867,32.8879,32.7397
255,33.0361,32.8879,32.7891
254,33.0361,32.8385,32.7891
253,32.9867,32.8879,32.7397
252,33.0361,32.8879,32.7397
251,33.0361,32.8879,32.7397
250,32.9867,32.8385,32.7397
249,33.0361,32.8879,32.7397
248,32.9867,32.8879,32.7397
247,32.9867,32.8879,32.6902
246,32.9867,32.8879,32.7397
245,32.9867,32.8879,32.6902
244,32.9867,32.8385,32.7397
243,32.9867,32.8385,32.7397
242,32.9867,32.8879,32.7397
241,32.9867,32.8385,32.6902
240,32.9867,32.8385,32.7397
239,32.9867,32.8385,32.7397
238,32.9373,32.8385,32.7397
237,32.9867,32.8879,32.7397
236,32.9867,32.8385,32.7397
235,32.9867,32.8385,32.7397
234,32.9373,32.8385,32.7397
233,32.9867,32.8385,32.7891
232,32.9867,32.8879,32.7397
231,32.9373,32.8385,32.7397
230,32.9373,32.8385,32.7397
229,32.9867,32.8385,32.7397
228,32.9867,32.8385,32.6902
227,32.9373,32.8385,32.6902
226,32.9867,32.8385,32.7397
225,32.9867,32.8385,32.6902
224,32.9373,32.8385,32.7397
223,32.9373,32.8385,32.6902
222,32.9373,32.8385,32.6902
221,32.9373,32.8385,32.6902
220,32.9373,32.8385,32.6902
219,32.9373,32.7891,32.6902
218,32.9373,32.8385,32.6902
217,32.9373,32.8385,32.6902
216,32.9373,32.8385,32.6902
215,32.9373,32.8385,32.6902
214,32.9373,32.8385,32.6902
213,32.9373,32.7891,32.6902
212,32.9373,32.7891,32.6902
211,32.9373,32.7891,32.6902
210,32.9373,32.7891,32.6902
209,32.9373,32.7891,32.6902
208,32.9373,32.7891,32.6902
207,32.8879,32.7891,32.6902
206,32.9373,32.7891,32.6902
205,32.9373,32.7891,32.6408
204,32.9373,32.7891,32.6408
203,32.8879,32.7891,32.6408
202,32.8879,32.7891,32.6408
201,32.8879,32.7891,32.6408
200,32.8879,32.7891,32.6408


History: 
User : Chirascan User
Version : Chirascan v.4.5.1825.0 Build : Feb 13 2017 14:36:02
DataStore created and initialized for data acquisition.
Time Stamp : Mon Nov 11 14:43:33 2024

----------------------------------------------------


